id,file,w,h,want,n_ann,frac
501013,000000501013.jpg,640,480,person,2,0.0763
72016,000000072016.jpg,640,481,person,2,0.0762
214692,000000214692.jpg,640,480,person,3,0.0762
333656,000000333656.jpg,640,480,person,2,0.0762
3209,000000003209.jpg,640,640,person,2,0.0761
163571,000000163571.jpg,640,480,person,4,0.0761
174669,000000174669.jpg,480,640,person,2,0.0761
185486,000000185486.jpg,640,640,person,3,0.0761
75299,000000075299.jpg,640,480,person,4,0.076
291930,000000291930.jpg,640,480,person,2,0.076
302958,000000302958.jpg,640,499,person,2,0.0759
313481,000000313481.jpg,612,612,person,2,0.0759
546352,000000546352.jpg,640,480,person,2,0.0759
576849,000000576849.jpg,640,480,person,3,0.0759
89616,000000089616.jpg,480,640,person,2,0.0758
116004,000000116004.jpg,640,480,person,5,0.0758
316189,000000316189.jpg,640,480,person,3,0.0758
402941,000000402941.jpg,640,480,person,3,0.0758
474319,000000474319.jpg,640,640,person,2,0.0758
142123,000000142123.jpg,640,480,person,3,0.0757
242739,000000242739.jpg,640,480,person,4,0.0757
245414,000000245414.jpg,480,640,person,2,0.0757
444014,000000444014.jpg,640,480,person,2,0.0757
445135,000000445135.jpg,640,603,person,2,0.0757
544264,000000544264.jpg,480,640,person,2,0.0757
54149,000000054149.jpg,640,640,person,2,0.0756
377543,000000377543.jpg,640,574,person,3,0.0756
180818,000000180818.jpg,640,640,person,3,0.0755
225210,000000225210.jpg,612,612,person,2,0.0755
261587,000000261587.jpg,547,640,person,2,0.0755
362301,000000362301.jpg,640,480,person,2,0.0755
534656,000000534656.jpg,640,609,person,2,0.0755
1390,000000001390.jpg,640,480,person,2,0.0754
208261,000000208261.jpg,484,640,person,2,0.0754
147979,000000147979.jpg,480,640,person,2,0.0753
321861,000000321861.jpg,640,480,person,3,0.0753
429207,000000429207.jpg,640,480,person,4,0.0753
148911,000000148911.jpg,639,640,person,2,0.0751
246029,000000246029.jpg,640,480,person,4,0.0751
331242,000000331242.jpg,640,480,person,3,0.0751
418569,000000418569.jpg,640,480,person,2,0.0751
503150,000000503150.jpg,640,480,person,2,0.0751
532933,000000532933.jpg,519,640,person,2,0.0751
273879,000000273879.jpg,640,480,person,4,0.075
106206,000000106206.jpg,640,480,person,2,0.0749
286925,000000286925.jpg,640,480,person,2,0.0749
462283,000000462283.jpg,640,480,person,2,0.0749
558587,000000558587.jpg,640,480,person,3,0.0749
82834,000000082834.jpg,640,480,person,2,0.0748
415370,000000415370.jpg,480,640,person,2,0.0748
198654,000000198654.jpg,640,480,person,3,0.0747
465524,000000465524.jpg,640,480,person,2,0.0747
510798,000000510798.jpg,640,480,person,3,0.0747
373325,000000373325.jpg,480,640,person,1,0.0746
135566,000000135566.jpg,640,480,person,3,0.0745
368576,000000368576.jpg,480,640,person,2,0.0745
512380,000000512380.jpg,640,480,person,2,0.0745
80293,000000080293.jpg,640,480,person,4,0.0744
371577,000000371577.jpg,640,480,person,2,0.0744
549639,000000549639.jpg,579,640,person,4,0.0744
512290,000000512290.jpg,640,492,person,3,0.0743
185681,000000185681.jpg,640,480,person,2,0.0742
363126,000000363126.jpg,480,640,person,2,0.0742
371427,000000371427.jpg,640,590,person,3,0.0742
388117,000000388117.jpg,640,480,person,3,0.0742
236865,000000236865.jpg,640,484,person,3,0.0741
336355,000000336355.jpg,512,640,person,2,0.0741
365614,000000365614.jpg,640,640,person,4,0.0741
103730,000000103730.jpg,640,480,person,2,0.074
143563,000000143563.jpg,640,480,person,2,0.074
496548,000000496548.jpg,640,480,person,2,0.074
210816,000000210816.jpg,640,480,person,2,0.0739
241001,000000241001.jpg,640,480,person,2,0.0739
317407,000000317407.jpg,640,480,person,2,0.0739
490582,000000490582.jpg,640,480,person,2,0.0739
51149,000000051149.jpg,640,480,person,2,0.0738
104846,000000104846.jpg,640,480,person,2,0.0738
233500,000000233500.jpg,640,480,person,3,0.0738
308905,000000308905.jpg,480,640,person,3,0.0738
344016,000000344016.jpg,640,480,person,2,0.0738
401707,000000401707.jpg,640,480,person,3,0.0738
351979,000000351979.jpg,640,480,person,2,0.0737
357787,000000357787.jpg,640,480,person,2,0.0737
570430,000000570430.jpg,640,480,person,3,0.0737
306549,000000306549.jpg,500,485,person,2,0.0736
356708,000000356708.jpg,640,480,person,2,0.0736
55512,000000055512.jpg,640,480,person,2,0.0735
149410,000000149410.jpg,640,640,person,2,0.0735
260166,000000260166.jpg,640,480,person,2,0.0735
534195,000000534195.jpg,640,480,person,5,0.0735
44580,000000044580.jpg,640,480,person,2,0.0734
245075,000000245075.jpg,640,480,person,3,0.0734
302470,000000302470.jpg,640,514,person,2,0.0734
173155,000000173155.jpg,512,640,person,3,0.0733
317911,000000317911.jpg,640,596,person,4,0.0733
484060,000000484060.jpg,640,480,person,2,0.0733
24861,000000024861.jpg,640,480,person,2,0.0732
101882,000000101882.jpg,640,506,person,2,0.0732
239518,000000239518.jpg,640,480,person,2,0.0732
282558,000000282558.jpg,640,480,person,2,0.0732
327255,000000327255.jpg,640,480,person,3,0.0732
85981,000000085981.jpg,640,480,person,2,0.0731
290979,000000290979.jpg,640,480,person,3,0.0731
500316,000000500316.jpg,640,628,person,3,0.0731
427133,000000427133.jpg,640,480,person,3,0.073
186026,000000186026.jpg,640,640,person,2,0.0729
217181,000000217181.jpg,640,480,person,4,0.0729
370523,000000370523.jpg,640,588,person,2,0.0729
404263,000000404263.jpg,640,531,person,2,0.0729
488032,000000488032.jpg,480,640,person,3,0.0729
196283,000000196283.jpg,483,640,person,2,0.0728
521950,000000521950.jpg,640,480,person,2,0.0728
442089,000000442089.jpg,640,480,person,3,0.0727
3118,000000003118.jpg,533,640,person,2,0.0726
19938,000000019938.jpg,640,489,person,2,0.0726
301207,000000301207.jpg,640,551,person,2,0.0726
382083,000000382083.jpg,500,500,person,2,0.0726
99798,000000099798.jpg,582,640,person,2,0.0725
134302,000000134302.jpg,640,480,person,3,0.0725
18426,000000018426.jpg,640,480,person,2,0.0724
390447,000000390447.jpg,640,480,person,2,0.0724
420124,000000420124.jpg,480,640,person,2,0.0724
530745,000000530745.jpg,640,505,person,2,0.0724
147788,000000147788.jpg,612,612,person,2,0.0723
181805,000000181805.jpg,640,480,person,2,0.0723
251395,000000251395.jpg,640,480,person,3,0.0723
403948,000000403948.jpg,640,501,person,2,0.0723
266434,000000266434.jpg,640,480,person,3,0.0722
324646,000000324646.jpg,640,480,person,2,0.0722
207798,000000207798.jpg,640,640,person,2,0.0721
80043,000000080043.jpg,640,480,person,2,0.072
119053,000000119053.jpg,640,480,person,3,0.072
336771,000000336771.jpg,480,640,person,2,0.072
381065,000000381065.jpg,640,606,person,5,0.072
504452,000000504452.jpg,593,640,person,1,0.072
109761,000000109761.jpg,640,640,person,2,0.0719
338407,000000338407.jpg,640,640,person,3,0.0719
384157,000000384157.jpg,640,480,person,2,0.0719
440344,000000440344.jpg,480,640,person,4,0.0719
444913,000000444913.jpg,640,480,person,3,0.0719
186544,000000186544.jpg,512,640,person,3,0.0718
324772,000000324772.jpg,640,480,person,3,0.0718
44675,000000044675.jpg,640,480,person,2,0.0717
108154,000000108154.jpg,640,480,person,2,0.0717
271363,000000271363.jpg,640,480,person,2,0.0717
121196,000000121196.jpg,480,640,person,2,0.0716
458752,000000458752.jpg,640,480,person,3,0.0716
535099,000000535099.jpg,480,640,person,2,0.0716
150773,000000150773.jpg,640,640,person,2,0.0715
1330,000000001330.jpg,480,640,person,2,0.0714
83482,000000083482.jpg,640,480,person,3,0.0714
185444,000000185444.jpg,640,480,person,2,0.0714
200447,000000200447.jpg,612,612,person,4,0.0714
308175,000000308175.jpg,640,480,person,5,0.0714
119087,000000119087.jpg,480,640,person,2,0.0713
449990,000000449990.jpg,500,493,person,3,0.0712
352184,000000352184.jpg,612,612,person,2,0.0711
502117,000000502117.jpg,640,480,person,2,0.0711
176785,000000176785.jpg,612,612,person,3,0.071
425324,000000425324.jpg,640,480,person,3,0.071
437540,000000437540.jpg,640,480,person,3,0.071
119868,000000119868.jpg,480,640,person,2,0.0709
221189,000000221189.jpg,480,640,person,2,0.0709
182759,000000182759.jpg,480,640,person,3,0.0708
183953,000000183953.jpg,480,640,person,3,0.0708
200289,000000200289.jpg,640,480,person,3,0.0708
264511,000000264511.jpg,640,480,person,3,0.0708
482694,000000482694.jpg,640,480,person,2,0.0708
107564,000000107564.jpg,640,640,person,3,0.0707
124477,000000124477.jpg,480,640,person,2,0.0707
409451,000000409451.jpg,640,513,person,2,0.0707
33669,000000033669.jpg,640,480,person,2,0.0706
201389,000000201389.jpg,640,640,person,3,0.0706
279824,000000279824.jpg,640,480,person,4,0.0706
287760,000000287760.jpg,640,480,person,2,0.0706
524338,000000524338.jpg,640,480,person,5,0.0706
33377,000000033377.jpg,640,480,person,3,0.0705
188958,000000188958.jpg,640,480,person,2,0.0705
537905,000000537905.jpg,528,640,person,2,0.0705
555109,000000555109.jpg,640,640,person,4,0.0705
561910,000000561910.jpg,480,640,person,2,0.0705
26320,000000026320.jpg,640,480,person,2,0.0704
101234,000000101234.jpg,640,480,person,3,0.0704
286556,000000286556.jpg,640,484,person,3,0.0704
523371,000000523371.jpg,640,480,person,3,0.0704
47757,000000047757.jpg,640,480,person,2,0.0703
311524,000000311524.jpg,503,640,person,2,0.0703
381991,000000381991.jpg,549,640,person,2,0.0703
122537,000000122537.jpg,640,480,person,3,0.0701
268370,000000268370.jpg,640,480,person,3,0.0701
387225,000000387225.jpg,529,640,person,2,0.0701
443057,000000443057.jpg,640,480,person,3,0.0701
438492,000000438492.jpg,640,480,person,2,0.07
62245,000000062245.jpg,640,480,person,2,0.0699
114025,000000114025.jpg,640,543,person,3,0.0699
267831,000000267831.jpg,579,640,person,2,0.0699
425184,000000425184.jpg,640,480,person,2,0.0699
76293,000000076293.jpg,640,506,person,2,0.0698
242501,000000242501.jpg,640,480,person,2,0.0698
85434,000000085434.jpg,640,480,person,2,0.0697
212864,000000212864.jpg,640,480,person,2,0.0697
281997,000000281997.jpg,480,640,person,2,0.0697
188873,000000188873.jpg,640,480,person,3,0.0696
274690,000000274690.jpg,640,480,person,4,0.0696
404633,000000404633.jpg,640,640,person,1,0.0696
218749,000000218749.jpg,490,640,person,2,0.0695
241837,000000241837.jpg,640,480,person,3,0.0695
301928,000000301928.jpg,587,640,person,2,0.0695
304408,000000304408.jpg,640,480,person,2,0.0695
380820,000000380820.jpg,640,480,person,5,0.0695
552188,000000552188.jpg,640,547,person,3,0.0695
97095,000000097095.jpg,640,480,person,2,0.0694
147134,000000147134.jpg,640,480,person,3,0.0694
154008,000000154008.jpg,640,640,person,2,0.0694
263052,000000263052.jpg,640,480,person,2,0.0694
415912,000000415912.jpg,640,640,person,2,0.0693
49194,000000049194.jpg,640,480,person,4,0.0691
291066,000000291066.jpg,480,640,person,3,0.0691
450581,000000450581.jpg,612,612,person,2,0.0691
97507,000000097507.jpg,480,640,person,2,0.069
322500,000000322500.jpg,612,612,person,3,0.069
500793,000000500793.jpg,640,480,person,2,0.069
240615,000000240615.jpg,512,640,person,4,0.0689
287884,000000287884.jpg,511,640,person,3,0.0688
420612,000000420612.jpg,640,480,person,4,0.0688
450716,000000450716.jpg,640,480,person,2,0.0688
201042,000000201042.jpg,480,640,person,2,0.0687
537124,000000537124.jpg,640,480,person,2,0.0687
256311,000000256311.jpg,640,480,person,2,0.0685
130406,000000130406.jpg,640,480,person,2,0.0684
307026,000000307026.jpg,640,640,person,3,0.0684
566746,000000566746.jpg,640,480,person,4,0.0684
472772,000000472772.jpg,640,640,person,4,0.0683
161006,000000161006.jpg,612,612,person,3,0.0682
297600,000000297600.jpg,506,640,person,2,0.0682
380609,000000380609.jpg,640,480,person,2,0.0681
220135,000000220135.jpg,480,640,person,2,0.068
335325,000000335325.jpg,640,480,person,2,0.068
473060,000000473060.jpg,490,640,person,2,0.068
73826,000000073826.jpg,640,480,person,3,0.0679
282926,000000282926.jpg,480,640,person,2,0.0679
25576,000000025576.jpg,480,640,person,2,0.0678
537313,000000537313.jpg,640,640,person,2,0.0678
178413,000000178413.jpg,640,480,person,3,0.0677
441105,000000441105.jpg,480,640,person,2,0.0677
45086,000000045086.jpg,640,480,person,2,0.0676
45923,000000045923.jpg,640,640,person,4,0.0676
69983,000000069983.jpg,640,480,person,2,0.0676
83973,000000083973.jpg,640,480,person,4,0.0676
132328,000000132328.jpg,640,511,person,2,0.0676
235269,000000235269.jpg,640,480,person,3,0.0676
248150,000000248150.jpg,640,480,person,3,0.0676
255925,000000255925.jpg,640,480,person,2,0.0676
474174,000000474174.jpg,640,480,person,2,0.0676
4502,000000004502.jpg,640,481,person,4,0.0675
121452,000000121452.jpg,480,640,person,3,0.0675
376701,000000376701.jpg,573,598,person,3,0.0675
82881,000000082881.jpg,640,640,person,2,0.0674
83023,000000083023.jpg,640,480,person,2,0.0674
186711,000000186711.jpg,640,480,person,2,0.0674
238095,000000238095.jpg,640,480,person,4,0.0674
329501,000000329501.jpg,480,640,person,1,0.0674
432239,000000432239.jpg,640,480,person,2,0.0674
20748,000000020748.jpg,640,480,person,3,0.0673
496274,000000496274.jpg,640,635,person,3,0.0673
2124,000000002124.jpg,640,480,person,4,0.0672
122476,000000122476.jpg,640,512,person,2,0.0672
365264,000000365264.jpg,640,480,person,3,0.0672
101115,000000101115.jpg,640,480,person,2,0.0671
393027,000000393027.jpg,640,480,person,3,0.0671
230178,000000230178.jpg,640,480,person,3,0.067
240811,000000240811.jpg,640,480,person,3,0.067
287506,000000287506.jpg,640,480,person,2,0.067
462805,000000462805.jpg,480,640,person,2,0.067
536720,000000536720.jpg,640,480,person,3,0.067
56616,000000056616.jpg,609,640,person,2,0.0669
64314,000000064314.jpg,512,640,person,3,0.0669
269381,000000269381.jpg,640,539,person,3,0.0669
371703,000000371703.jpg,640,480,person,2,0.0669
402762,000000402762.jpg,640,640,person,3,0.0668
439615,000000439615.jpg,640,574,person,3,0.0668
143305,000000143305.jpg,480,640,person,2,0.0667
189765,000000189765.jpg,640,480,person,2,0.0667
222758,000000222758.jpg,480,640,person,2,0.0667
403937,000000403937.jpg,590,640,person,2,0.0667
527868,000000527868.jpg,640,480,person,2,0.0666
419,000000000419.jpg,640,480,person,4,0.0665
212739,000000212739.jpg,640,480,person,2,0.0665
297669,000000297669.jpg,640,517,person,3,0.0665
322691,000000322691.jpg,640,532,person,2,0.0665
180827,000000180827.jpg,640,480,person,2,0.0664
240340,000000240340.jpg,480,640,person,2,0.0664
28103,000000028103.jpg,640,640,person,3,0.0663
487458,000000487458.jpg,640,480,person,2,0.0663
380344,000000380344.jpg,640,480,person,2,0.0662
460187,000000460187.jpg,640,480,person,2,0.0662
6318,000000006318.jpg,640,480,person,2,0.0661
139987,000000139987.jpg,480,640,person,5,0.0661
239327,000000239327.jpg,480,640,person,3,0.0661
341111,000000341111.jpg,640,480,person,2,0.0661
45343,000000045343.jpg,640,480,person,4,0.066
413128,000000413128.jpg,640,480,person,3,0.066
456068,000000456068.jpg,640,480,person,2,0.066
555683,000000555683.jpg,640,480,person,3,0.066
97270,000000097270.jpg,640,480,person,2,0.0659
162475,000000162475.jpg,640,480,person,3,0.0659
306531,000000306531.jpg,640,480,person,2,0.0659
525589,000000525589.jpg,640,480,person,3,0.0658
130017,000000130017.jpg,640,480,person,2,0.0657
313091,000000313091.jpg,640,532,person,2,0.0657
326312,000000326312.jpg,480,640,person,2,0.0657
439481,000000439481.jpg,640,480,person,2,0.0657
28246,000000028246.jpg,640,534,person,2,0.0656
42050,000000042050.jpg,480,640,person,2,0.0656
97646,000000097646.jpg,480,640,person,2,0.0656
226496,000000226496.jpg,640,480,person,3,0.0656
329304,000000329304.jpg,639,640,person,2,0.0656
347111,000000347111.jpg,640,510,person,3,0.0656
475731,000000475731.jpg,640,480,person,3,0.0656
520378,000000520378.jpg,640,480,person,2,0.0656
158182,000000158182.jpg,640,631,person,2,0.0655
526203,000000526203.jpg,640,480,person,2,0.0655
322,000000000322.jpg,640,481,person,2,0.0654
71361,000000071361.jpg,614,640,person,2,0.0654
108850,000000108850.jpg,640,480,person,2,0.0654
137849,000000137849.jpg,640,480,person,2,0.0654
143119,000000143119.jpg,633,640,person,2,0.0654
338025,000000338025.jpg,640,480,person,3,0.0654
39113,000000039113.jpg,640,480,person,2,0.0653
157920,000000157920.jpg,640,481,person,3,0.0653
325958,000000325958.jpg,640,480,person,2,0.0653
528448,000000528448.jpg,640,480,person,2,0.0653
42079,000000042079.jpg,640,480,person,3,0.0652
194027,000000194027.jpg,480,640,person,3,0.0652
252407,000000252407.jpg,640,640,person,2,0.0652
304578,000000304578.jpg,480,640,person,2,0.0652
391258,000000391258.jpg,581,604,person,2,0.0652
393271,000000393271.jpg,640,480,person,2,0.0652
126070,000000126070.jpg,640,480,person,3,0.0651
144983,000000144983.jpg,612,612,person,2,0.0651
154139,000000154139.jpg,480,640,person,2,0.0651
214232,000000214232.jpg,640,480,person,2,0.0651
446783,000000446783.jpg,640,509,person,3,0.0651
56359,000000056359.jpg,640,480,person,2,0.065
335027,000000335027.jpg,622,640,person,4,0.065
344793,000000344793.jpg,640,480,person,3,0.065
396861,000000396861.jpg,480,640,person,2,0.065
112807,000000112807.jpg,640,480,person,3,0.0649
18373,000000018373.jpg,480,640,person,2,0.0648
39191,000000039191.jpg,640,480,person,2,0.0648
471625,000000471625.jpg,480,640,person,2,0.0648
236438,000000236438.jpg,480,640,person,2,0.0647
495183,000000495183.jpg,640,482,person,2,0.0646
544713,000000544713.jpg,640,480,person,2,0.0646
141651,000000141651.jpg,555,640,person,2,0.0645
213728,000000213728.jpg,640,480,person,3,0.0645
539565,000000539565.jpg,640,640,person,2,0.0645
28875,000000028875.jpg,640,480,person,2,0.0644
40334,000000040334.jpg,512,640,person,2,0.0643
137586,000000137586.jpg,640,480,person,2,0.0643
400405,000000400405.jpg,480,640,person,2,0.0643
409226,000000409226.jpg,640,480,person,2,0.0643
123514,000000123514.jpg,640,480,person,2,0.0642
203768,000000203768.jpg,640,480,person,2,0.0642
279697,000000279697.jpg,640,480,person,2,0.0642
352524,000000352524.jpg,640,480,person,2,0.0642
54479,000000054479.jpg,640,481,person,3,0.0641
84447,000000084447.jpg,640,480,person,2,0.0641
103128,000000103128.jpg,640,587,person,3,0.0641
413868,000000413868.jpg,640,480,person,2,0.0641
428537,000000428537.jpg,640,491,person,2,0.0641
561012,000000561012.jpg,640,480,person,3,0.0641
82135,000000082135.jpg,640,480,person,2,0.064
166173,000000166173.jpg,480,640,person,2,0.064
171351,000000171351.jpg,612,612,person,3,0.064
109640,000000109640.jpg,612,612,person,2,0.0639
289915,000000289915.jpg,640,480,person,3,0.0639
113252,000000113252.jpg,640,616,person,2,0.0637
150317,000000150317.jpg,480,640,person,2,0.0637
325943,000000325943.jpg,640,480,person,2,0.0637
527899,000000527899.jpg,640,480,person,4,0.0637
323851,000000323851.jpg,483,640,person,3,0.0636
338552,000000338552.jpg,614,640,person,2,0.0635
349686,000000349686.jpg,640,480,person,2,0.0635
116155,000000116155.jpg,640,480,person,4,0.0634
309744,000000309744.jpg,640,480,person,2,0.0634
379882,000000379882.jpg,640,480,person,3,0.0634
183964,000000183964.jpg,640,480,person,4,0.0633
300273,000000300273.jpg,480,640,person,3,0.0633
513086,000000513086.jpg,640,480,person,2,0.0633
96027,000000096027.jpg,597,640,person,2,0.0632
459800,000000459800.jpg,640,480,person,3,0.0632
496932,000000496932.jpg,640,480,person,2,0.0632
559730,000000559730.jpg,480,640,person,6,0.0632
63503,000000063503.jpg,640,480,person,2,0.0631
168097,000000168097.jpg,640,480,person,4,0.0631
125071,000000125071.jpg,640,480,person,3,0.063
158922,000000158922.jpg,640,480,person,3,0.063
455995,000000455995.jpg,640,480,person,3,0.063
78683,000000078683.jpg,480,640,person,2,0.0629
318184,000000318184.jpg,640,503,person,2,0.0629
429643,000000429643.jpg,640,494,person,2,0.0629
263664,000000263664.jpg,640,480,person,4,0.0628
380557,000000380557.jpg,640,480,person,2,0.0627
466544,000000466544.jpg,640,480,person,3,0.0627
112830,000000112830.jpg,640,480,person,3,0.0626
377278,000000377278.jpg,640,480,person,3,0.0626
10012,000000010012.jpg,640,480,person,2,0.0625
130096,000000130096.jpg,640,640,person,2,0.0625
218595,000000218595.jpg,640,480,person,2,0.0625
377488,000000377488.jpg,500,500,person,2,0.0625
4266,000000004266.jpg,640,480,person,2,0.0624
6710,000000006710.jpg,640,480,person,3,0.0624
26617,000000026617.jpg,638,640,person,2,0.0624
316801,000000316801.jpg,640,640,person,3,0.0624
147270,000000147270.jpg,480,640,person,2,0.0623
452917,000000452917.jpg,493,640,person,3,0.0623
264642,000000264642.jpg,640,480,person,2,0.0622
265303,000000265303.jpg,604,640,person,3,0.0622
278801,000000278801.jpg,640,480,person,2,0.0622
119166,000000119166.jpg,500,500,person,4,0.0621
190566,000000190566.jpg,480,640,person,2,0.0621
278858,000000278858.jpg,640,480,person,2,0.0621
335348,000000335348.jpg,640,480,person,2,0.0621
507719,000000507719.jpg,640,551,person,2,0.0621
113233,000000113233.jpg,612,612,person,2,0.062
414422,000000414422.jpg,640,480,person,2,0.062
463451,000000463451.jpg,640,480,person,2,0.062
564745,000000564745.jpg,511,640,person,3,0.062
290812,000000290812.jpg,640,480,person,3,0.0619
493110,000000493110.jpg,640,513,person,3,0.0619
56119,000000056119.jpg,640,497,person,2,0.0618
117377,000000117377.jpg,640,519,person,2,0.0618
164972,000000164972.jpg,480,640,person,2,0.0618
220511,000000220511.jpg,640,563,person,3,0.0618
488014,000000488014.jpg,640,480,person,3,0.0618
565938,000000565938.jpg,640,486,person,3,0.0618
484485,000000484485.jpg,500,500,person,2,0.0617
521210,000000521210.jpg,640,480,person,2,0.0617
77660,000000077660.jpg,640,640,person,3,0.0616
168127,000000168127.jpg,640,480,person,2,0.0616
243044,000000243044.jpg,480,640,person,2,0.0616
433704,000000433704.jpg,640,480,person,3,0.0615
463330,000000463330.jpg,640,480,person,2,0.0615
477587,000000477587.jpg,640,509,person,2,0.0615
247893,000000247893.jpg,480,640,person,3,0.0614
305644,000000305644.jpg,531,640,person,2,0.0613
451969,000000451969.jpg,640,480,person,3,0.0613
512531,000000512531.jpg,566,640,person,2,0.0613
272311,000000272311.jpg,640,480,person,2,0.0612
452702,000000452702.jpg,480,640,person,2,0.0612
576204,000000576204.jpg,480,640,person,2,0.0612
360716,000000360716.jpg,591,640,person,2,0.0611
380057,000000380057.jpg,640,480,person,3,0.0611
380350,000000380350.jpg,640,480,person,2,0.0611
156002,000000156002.jpg,480,640,person,2,0.061
273579,000000273579.jpg,640,480,person,3,0.061
298162,000000298162.jpg,480,640,person,3,0.061
429042,000000429042.jpg,640,480,person,4,0.061
465887,000000465887.jpg,640,480,person,2,0.061
54277,000000054277.jpg,640,480,person,2,0.0609
240147,000000240147.jpg,640,512,person,3,0.0609
273088,000000273088.jpg,640,480,person,2,0.0607
356421,000000356421.jpg,486,640,person,2,0.0607
396137,000000396137.jpg,640,480,person,2,0.0607
446937,000000446937.jpg,640,480,person,3,0.0607
3432,000000003432.jpg,612,612,person,2,0.0606
115314,000000115314.jpg,640,480,person,2,0.0606
149014,000000149014.jpg,640,480,person,2,0.0606
236623,000000236623.jpg,640,513,person,3,0.0606
251741,000000251741.jpg,640,480,person,5,0.0605
352361,000000352361.jpg,512,640,person,2,0.0605
365099,000000365099.jpg,480,640,person,2,0.0605
41658,000000041658.jpg,640,480,person,2,0.0604
298906,000000298906.jpg,523,640,person,4,0.0604
344125,000000344125.jpg,640,480,person,3,0.0604
344180,000000344180.jpg,640,480,person,1,0.0604
426997,000000426997.jpg,640,539,person,2,0.0604
436621,000000436621.jpg,640,480,person,2,0.0604
524047,000000524047.jpg,640,480,person,2,0.0604
483378,000000483378.jpg,640,480,person,3,0.0603
538687,000000538687.jpg,640,480,person,3,0.0603
8553,000000008553.jpg,640,480,person,2,0.0602
142718,000000142718.jpg,640,480,person,6,0.0602
195800,000000195800.jpg,640,480,person,3,0.0602
202431,000000202431.jpg,640,480,person,2,0.0602
537255,000000537255.jpg,640,480,person,2,0.0602
76942,000000076942.jpg,640,480,person,4,0.0601
111536,000000111536.jpg,640,480,person,2,0.0601
245002,000000245002.jpg,640,480,person,3,0.0601
312867,000000312867.jpg,640,480,person,3,0.0601
349134,000000349134.jpg,640,480,person,2,0.0601
418085,000000418085.jpg,640,480,person,4,0.0601
446533,000000446533.jpg,480,640,person,2,0.06
473733,000000473733.jpg,612,612,person,2,0.0599
484599,000000484599.jpg,640,480,person,2,0.0599
33717,000000033717.jpg,640,480,person,3,0.0598
128939,000000128939.jpg,480,640,person,3,0.0597
258330,000000258330.jpg,640,624,person,2,0.0597
445893,000000445893.jpg,640,480,person,2,0.0597
487718,000000487718.jpg,480,640,person,2,0.0597
166424,000000166424.jpg,640,482,person,2,0.0596
247141,000000247141.jpg,640,480,person,2,0.0596
308783,000000308783.jpg,480,640,person,3,0.0596
450362,000000450362.jpg,640,480,person,3,0.0596
514563,000000514563.jpg,640,480,person,5,0.0596
54286,000000054286.jpg,640,480,person,4,0.0595
208817,000000208817.jpg,640,480,person,2,0.0595
362352,000000362352.jpg,561,640,person,2,0.0595
547974,000000547974.jpg,640,480,person,2,0.0595
557016,000000557016.jpg,640,509,person,4,0.0595
125098,000000125098.jpg,480,640,person,4,0.0594
168991,000000168991.jpg,480,640,person,2,0.0594
404139,000000404139.jpg,640,480,person,2,0.0594
445055,000000445055.jpg,640,640,person,2,0.0594
565799,000000565799.jpg,640,480,person,2,0.0594
455665,000000455665.jpg,640,480,person,3,0.0593
29724,000000029724.jpg,634,640,person,2,0.0592
50691,000000050691.jpg,640,480,person,2,0.0592
431052,000000431052.jpg,480,640,person,2,0.0592
478380,000000478380.jpg,640,480,person,3,0.0592
566672,000000566672.jpg,640,480,person,3,0.0592
254060,000000254060.jpg,640,480,person,3,0.0591
330610,000000330610.jpg,480,640,person,2,0.0591
476468,000000476468.jpg,640,640,person,3,0.0591
498733,000000498733.jpg,640,480,person,2,0.0591
41638,000000041638.jpg,480,640,person,2,0.059
124703,000000124703.jpg,480,640,person,2,0.059
160837,000000160837.jpg,481,640,person,2,0.059
297871,000000297871.jpg,640,480,person,2,0.059
71528,000000071528.jpg,640,480,person,2,0.0589
149280,000000149280.jpg,640,480,person,2,0.0589
516239,000000516239.jpg,640,639,person,2,0.0589
122834,000000122834.jpg,640,480,person,4,0.0588
213312,000000213312.jpg,640,480,person,3,0.0588
215719,000000215719.jpg,640,494,person,2,0.0588
262873,000000262873.jpg,480,640,person,2,0.0588
490008,000000490008.jpg,495,640,person,2,0.0588
41356,000000041356.jpg,640,480,person,3,0.0587
230964,000000230964.jpg,640,480,person,2,0.0587
265374,000000265374.jpg,480,640,person,2,0.0587
367784,000000367784.jpg,640,480,person,2,0.0587
473354,000000473354.jpg,640,480,person,2,0.0587
531949,000000531949.jpg,640,480,person,2,0.0587
275938,000000275938.jpg,480,640,person,2,0.0586
500946,000000500946.jpg,640,480,person,3,0.0586
19667,000000019667.jpg,640,640,person,2,0.0585
283203,000000283203.jpg,640,480,person,5,0.0585
385241,000000385241.jpg,480,640,person,2,0.0585
386036,000000386036.jpg,640,597,person,2,0.0585
436370,000000436370.jpg,480,640,person,2,0.0585
469731,000000469731.jpg,640,556,person,2,0.0585
43750,000000043750.jpg,640,480,person,4,0.0584
193875,000000193875.jpg,640,480,person,3,0.0584
383084,000000383084.jpg,612,612,person,2,0.0584
122161,000000122161.jpg,640,480,person,2,0.0583
168580,000000168580.jpg,640,640,person,3,0.0583
191856,000000191856.jpg,494,500,person,2,0.0583
285826,000000285826.jpg,612,612,person,2,0.0583
515792,000000515792.jpg,480,640,person,2,0.0583
518116,000000518116.jpg,640,480,person,2,0.0583
